age,education_num,race,sex,hours_per_week
36,3,Other,Female,35
26,9,White,Male,50
25,9,White,Male,40
46,5,White,Female,40
41,10,White,Female,50
31,9,White,Male,40
48,14,White,Male,40
52,14,Black,Female,50
22,9,White,Male,43
18,9,White,Male,25
46,10,White,Female,40
34,10,White,Male,40
30,9,Amer-Indian-Eskimo,Male,48
31,7,White,Male,40
21,9,White,Male,40
41,9,White,Male,45
45,13,White,Male,60
30,13,White,Male,40
21,5,White,Male,35
44,10,White,Female,46
54,7,White,Female,50
36,9,White,Male,40
50,13,White,Male,50
26,13,Black,Female,35
47,15,White,Male,35
36,9,White,Male,37
32,10,Amer-Indian-Eskimo,Male,60
21,6,White,Female,35
30,9,White,Male,45
34,9,White,Female,40
51,9,White,Male,45
55,6,White,Male,50
43,10,White,Male,40
37,9,Amer-Indian-Eskimo,Male,30
28,10,White,Female,40
39,10,White,Male,50
35,9,White,Male,40
59,14,White,Male,20
26,9,White,Male,36
68,9,White,Male,40
46,15,White,Male,40
21,9,White,Male,37
23,10,White,Female,20
17,6,White,Female,30
23,9,White,Female,40
34,9,White,Male,15
33,12,White,Female,40
31,12,White,Male,45
31,13,White,Female,30
56,9,White,Male,40
21,9,White,Female,40
45,9,Asian-Pac-Islander,Female,40
41,13,White,Male,40
26,6,White,Female,30
41,7,White,Female,40
46,14,White,Male,55
47,9,Asian-Pac-Islander,Female,40
43,15,White,Male,60
35,9,White,Male,45
44,9,White,Male,50
58,13,White,Male,30
25,12,White,Female,25
44,11,White,Male,40
57,10,White,Male,42
24,10,White,Male,40
38,13,White,Female,50
33,4,White,Male,35
25,10,White,Female,40
33,9,White,Male,84
50,10,White,Male,52
35,9,White,Male,50
36,13,White,Male,55
27,10,White,Female,40
22,11,White,Male,50
30,9,White,Male,40
90,14,White,Female,40
39,9,Black,Male,40
34,13,White,Male,45
39,13,White,Male,60
19,10,White,Female,4
19,6,White,Male,40
29,9,White,Male,40
66,12,White,Male,30
38,10,White,Male,45
44,3,White,Male,40
34,4,White,Male,40
35,12,White,Female,40
29,13,White,Male,40
22,9,Black,Male,40
33,10,White,Male,40
73,11,White,Male,60
35,10,White,Male,40
41,9,White,Male,40
27,10,White,Female,50
25,9,White,Male,50
47,13,White,Male,51
36,13,White,Female,35
36,2,White,Female,20
25,9,White,Female,40
37,7,White,Male,65
26,13,White,Male,40
53,10,White,Male,40
36,14,White,Female,40
30,13,White,Female,45
53,10,White,Female,40
37,9,White,Male,45
41,9,White,Male,40
53,13,White,Male,55
23,10,White,Male,32
28,9,White,Male,50
53,6,White,Male,40
32,9,White,Male,20
33,13,White,Female,50
27,9,Black,Female,32
52,11,White,Male,40
31,10,White,Male,55
27,12,White,Female,40
44,9,White,Female,30
37,14,White,Male,40
39,9,White,Male,60
18,8,Black,Female,20
42,9,White,Male,40
49,13,White,Male,40
35,9,Black,Female,36
43,9,Asian-Pac-Islander,Male,99
43,15,White,Male,60
31,10,White,Male,40
27,13,White,Male,40
46,10,White,Female,40
54,9,White,Male,44
37,10,Black,Male,40
53,10,White,Male,40
26,10,Asian-Pac-Islander,Male,20
59,15,White,Male,55
36,10,Black,Male,40
32,9,White,Male,40
53,14,White,Male,40
26,9,Black,Female,40
35,9,White,Female,40
48,9,Asian-Pac-Islander,Female,40
30,10,Black,Male,40
38,8,White,Male,40
58,9,White,Female,10
44,9,Other,Male,32
30,11,White,Female,40
68,9,White,Male,10
26,13,Black,Female,40
26,13,White,Female,40
41,2,White,Male,40
43,13,Asian-Pac-Islander,Male,40
48,13,White,Male,47
55,9,White,Female,37
50,10,Asian-Pac-Islander,Female,40
41,7,White,Male,50
52,9,White,Male,36
24,9,White,Female,40
31,9,White,Male,40
54,11,White,Male,38
31,14,White,Female,25
31,13,White,Male,50
47,9,White,Male,40
40,11,White,Male,40
46,10,White,Female,48
45,9,White,Female,40
39,6,White,Female,25
34,10,White,Female,18
48,10,White,Male,60
19,10,White,Female,20
56,10,White,Female,40
47,9,Other,Female,40
35,10,White,Female,40
25,10,White,Male,40
43,13,White,Female,40
59,13,White,Male,37
66,4,White,Male,10
63,4,White,Male,60
32,10,White,Female,37
58,13,White,Female,40
43,11,White,Male,50
27,9,White,Female,52
21,8,White,Male,32
44,10,White,Male,60
40,9,White,Male,60
65,9,White,Female,40
50,10,White,Male,45
18,9,White,Male,20
51,14,White,Male,40
44,10,Black,Female,40
20,10,White,Female,13
29,11,White,Male,40
50,11,White,Male,50
50,9,White,Male,40
43,6,White,Male,40
23,13,White,Female,40
41,9,White,Male,40
30,10,White,Female,30
58,13,White,Male,25
50,11,White,Male,40
37,13,White,Male,65
21,9,White,Male,24
33,9,White,Female,20
52,10,White,Female,45
47,9,White,Male,40
45,13,White,Male,45
34,10,White,Male,40
39,10,White,Male,40
31,10,White,Female,15
19,10,White,Male,40
45,10,White,Female,45
45,11,White,Male,3
34,9,White,Male,30
27,7,Asian-Pac-Islander,Male,35
37,9,White,Female,40
20,9,Black,Female,20
32,13,White,Male,48
24,2,White,Male,55
39,9,White,Male,40
18,10,White,Female,30
62,10,White,Male,80
24,13,White,Female,40
37,9,White,Male,45
46,13,White,Female,25
44,9,White,Male,40
53,9,White,Male,48
25,13,White,Male,35
44,15,White,Male,45
24,13,White,Male,50
61,9,White,Male,20
45,14,White,Female,40
33,10,White,Male,48
48,13,White,Male,45
26,9,Amer-Indian-Eskimo,Male,30
40,9,Black,Female,32
68,13,White,Male,40
24,9,White,Female,40
25,13,White,Male,60
31,13,White,Female,50
55,10,White,Female,38
46,12,White,Female,38
58,13,White,Male,38
56,9,White,Female,40
45,13,White,Male,55
24,13,White,Male,40
35,9,Asian-Pac-Islander,Male,56
51,9,White,Male,40
47,15,White,Male,55
17,7,White,Female,10
21,6,Black,Female,40
45,13,White,Female,40
42,9,White,Male,50
56,8,Black,Female,40
39,9,White,Male,40
31,4,Other,Female,40
20,10,White,Male,40
65,3,White,Male,21
44,10,White,Male,45
33,9,White,Male,40
25,13,White,Male,45
38,9,White,Male,50
31,6,White,Male,40
33,13,White,Male,20
49,9,White,Female,40
28,9,White,Female,40
29,9,White,Male,40
23,11,White,Male,20
37,13,White,Male,5
52,10,White,Male,37
27,9,White,Male,40
47,10,White,Male,55
21,9,White,Female,40
41,13,Asian-Pac-Islander,Female,40
61,10,White,Male,40
32,13,Asian-Pac-Islander,Male,40
21,10,White,Male,40
63,8,White,Male,40
34,10,White,Male,42
21,12,White,Male,10
44,9,White,Female,33
26,13,Asian-Pac-Islander,Male,35
36,14,White,Male,50
39,13,White,Male,40
52,9,Asian-Pac-Islander,Male,8
44,13,White,Male,40
42,9,White,Female,40
60,9,White,Male,50
31,13,White,Male,40
30,10,Black,Male,40
23,10,White,Female,25
81,2,White,Female,20
39,13,Asian-Pac-Islander,Male,40
38,6,Asian-Pac-Islander,Female,40
21,10,White,Female,38
28,9,White,Male,40
34,13,White,Female,40
47,9,White,Female,40
36,9,White,Male,50
27,9,White,Male,99
56,13,White,Female,52
57,9,White,Female,30
42,10,White,Female,38
43,9,White,Male,35
48,9,White,Female,32
53,9,White,Female,40
58,9,White,Female,24
19,8,White,Male,40
37,9,White,Male,46
41,10,White,Female,15
31,4,White,Female,40
31,13,White,Male,35
53,9,White,Male,40
19,10,White,Male,25
56,16,White,Male,50
55,10,White,Female,40
51,3,White,Female,40
62,10,White,Female,40
43,10,White,Male,50
45,4,Amer-Indian-Eskimo,Male,48
28,9,White,Male,45
46,9,White,Male,40
62,13,White,Male,40
57,9,White,Female,30
60,13,White,Female,45
23,10,White,Male,40
47,10,White,Male,60
21,10,White,Female,8
51,9,White,Male,48
61,9,White,Male,40
52,13,White,Female,30
76,13,White,Male,40
24,10,White,Male,39
31,13,White,Male,55
43,13,White,Male,50
58,10,Amer-Indian-Eskimo,Female,40
18,10,White,Female,24
19,8,White,Female,25
44,10,White,Female,45
41,10,White,Male,7
21,10,Asian-Pac-Islander,Male,20
40,9,Black,Male,35
25,10,White,Male,30
62,16,White,Female,40
42,9,White,Male,40
35,11,White,Male,40
19,9,White,Female,12
60,9,White,Female,40
20,9,Other,Male,40
23,12,White,Male,25
18,9,White,Female,40
40,10,White,Male,45
19,10,White,Female,15
51,9,White,Female,40
41,13,White,Male,50
18,6,White,Female,20
41,10,Black,Female,40
27,10,White,Female,40
71,2,White,Female,28
25,8,White,Male,40
73,9,White,Female,20
45,10,White,Male,40
25,10,White,Male,40
50,9,White,Female,16
44,9,White,Male,40
44,11,White,Female,40
49,9,White,Male,45
44,10,White,Male,45
42,9,White,Female,40
20,9,White,Female,45
66,9,White,Female,18
19,10,White,Male,15
60,10,White,Male,55
46,11,White,Male,40
42,11,White,Male,35
59,10,White,Female,52
58,12,White,Male,60
47,9,White,Female,40
58,10,White,Male,36
69,13,White,Male,40
17,6,White,Female,40
19,7,White,Male,24
28,10,White,Male,70
37,9,Amer-Indian-Eskimo,Female,40
30,9,White,Male,50
36,10,White,Male,40
45,7,White,Male,76
59,4,White,Female,99
45,10,White,Male,40
53,16,White,Female,40
37,9,White,Female,40
26,10,White,Female,40
53,5,White,Male,40
44,9,White,Female,15
27,13,White,Male,40
22,10,White,Male,40
41,9,White,Male,40
53,9,White,Male,40
58,9,White,Male,40
34,8,Black,Female,53
32,13,White,Male,60
32,10,White,Male,38
47,14,White,Female,40
27,9,White,Male,40
25,10,White,Male,40
40,6,Black,Female,40
36,10,White,Male,92
23,9,White,Male,40
44,5,Black,Male,40
19,9,White,Male,60
42,13,White,Male,40
60,10,White,Male,15
41,9,White,Male,45
45,9,Asian-Pac-Islander,Female,40
67,3,White,Male,49
36,13,Black,Male,48
52,14,Asian-Pac-Islander,Female,40
28,16,White,Male,18
83,9,White,Male,20
17,7,White,Male,20
27,11,White,Male,40
35,11,White,Male,60
40,10,White,Female,40
23,12,White,Female,25
51,7,Black,Male,40
51,2,White,Male,54
82,6,White,Male,20
28,9,White,Female,45
53,9,White,Male,50
29,13,White,Female,35
19,9,White,Male,45
30,13,White,Female,50
23,4,Black,Female,40
66,13,White,Male,15
27,7,White,Male,40
35,9,Black,Male,40
17,8,White,Male,15
27,9,White,Male,40
27,15,White,Male,50
44,13,Black,Female,40
64,9,White,Male,16
62,9,White,Female,15
26,10,White,Male,40
40,9,White,Male,40
40,16,White,Male,40
35,9,White,Female,40
25,13,Asian-Pac-Islander,Male,40
52,10,White,Female,24
46,10,White,Female,40
30,9,Amer-Indian-Eskimo,Male,40
52,10,White,Male,40
28,9,Other,Male,40
17,6,White,Female,25
46,10,Black,Female,40
45,13,White,Male,40
21,10,White,Female,32
18,9,White,Female,40
17,7,White,Male,15
90,10,Black,Female,37
23,10,White,Male,40
41,13,White,Male,40
19,10,White,Male,50
69,9,White,Male,40
23,12,White,Female,32
28,10,White,Male,54
37,12,White,Male,45
57,9,White,Male,30
30,10,Black,Male,40
48,9,White,Female,40
73,9,White,Female,32
25,3,White,Male,40
33,14,White,Male,40
36,9,White,Male,40
28,9,White,Male,40
57,9,White,Female,40
31,10,Black,Female,40
35,5,Amer-Indian-Eskimo,Male,38
40,9,Black,Female,48
32,10,White,Female,40
35,13,White,Male,40
26,9,Black,Female,40
27,10,White,Female,40
17,6,White,Female,18
29,10,White,Female,40
18,7,White,Female,30
20,10,White,Male,30
69,9,White,Male,24
18,10,White,Female,40
56,9,Black,Female,40
40,10,White,Female,8
46,10,White,Male,40
41,8,Black,Male,40
53,10,White,Female,40
50,14,White,Male,50
23,7,White,Male,50
40,13,White,Male,40
54,10,White,Male,40
45,10,White,Female,40
53,9,Black,Male,40
17,7,White,Male,20
50,13,White,Female,40
22,13,White,Male,25
30,13,White,Male,40
40,13,White,Male,40
36,14,White,Male,40
25,12,White,Male,50
29,9,White,Male,40
29,13,White,Male,50
22,13,White,Female,40
56,13,Black,Female,50
60,14,White,Male,40
37,9,White,Male,50
53,4,White,Female,40
23,10,White,Female,20
18,9,White,Female,10
36,10,White,Female,45
67,9,White,Male,50
31,9,White,Male,60
26,13,White,Male,48
18,7,Asian-Pac-Islander,Female,20
45,14,Black,Female,40
64,7,White,Male,40
26,9,White,Female,38
53,10,White,Female,40
27,9,White,Male,28
32,10,Amer-Indian-Eskimo,Male,40
49,9,White,Female,30
59,6,White,Male,40
44,14,White,Male,55
61,9,White,Male,60
41,9,White,Female,40
46,9,White,Female,37
32,9,White,Male,40
29,9,White,Female,35
48,14,White,Male,40
32,10,White,Female,30
21,9,White,Female,35
50,15,White,Male,50
44,14,White,Male,44
51,9,White,Female,40
42,9,White,Male,40
27,13,White,Female,40
70,9,White,Male,3
33,9,White,Female,40
65,9,White,Male,60
39,14,White,Male,40
32,9,White,Male,40
30,10,White,Female,40
43,10,White,Male,40
31,5,White,Male,40
64,13,Black,Female,40
37,10,Other,Male,52
49,9,White,Male,40
29,7,White,Male,48
35,9,White,Male,40
37,12,White,Male,45
42,14,White,Male,50
21,10,White,Male,40
23,12,White,Male,40
35,9,Black,Female,40
29,11,White,Male,40
23,10,White,Female,25
21,10,White,Female,20
45,13,White,Male,40
24,13,White,Male,50
38,9,White,Male,50
28,6,White,Female,38
23,9,White,Female,48
39,13,Asian-Pac-Islander,Male,60
45,14,White,Male,50
68,12,White,Female,43
60,11,White,Male,40
38,16,White,Female,40
41,8,Black,Male,40
48,9,White,Male,40
33,9,White,Male,40
48,11,White,Male,40
23,10,White,Female,20
26,5,White,Male,45
55,13,White,Male,50
35,14,White,Male,75
52,10,White,Male,55
46,9,White,Female,38
72,9,Asian-Pac-Islander,Male,1
18,9,White,Female,30
62,9,White,Male,40
22,10,White,Female,30
40,10,White,Female,40
26,10,White,Male,50
35,12,Black,Female,36
25,9,Asian-Pac-Islander,Female,40
46,11,Black,Female,35
39,13,White,Male,50
41,10,Black,Male,45
59,13,White,Male,40
37,9,White,Male,40
38,10,White,Male,43
33,13,Asian-Pac-Islander,Male,40
23,12,White,Female,40
67,14,White,Male,2
60,13,White,Female,48
39,13,White,Male,50
32,9,White,Male,60
26,13,White,Female,45
39,9,White,Female,50
28,10,White,Female,40
29,7,White,Female,52
43,11,White,Male,50
23,10,White,Male,25
32,13,White,Male,45
33,10,White,Female,60
45,9,Black,Female,35
48,9,White,Male,40
43,15,White,Male,45
50,9,White,Male,40
63,13,White,Male,40
55,9,White,Male,40
22,13,White,Female,35
32,9,White,Male,60
27,12,White,Male,55
22,13,White,Female,15
44,9,White,Male,68
34,9,White,Female,40
28,9,White,Female,40
40,14,White,Female,24
45,10,White,Male,55
17,6,White,Male,15
53,8,White,Male,45
58,12,White,Male,40
55,9,White,Male,35
44,11,White,Male,44
40,9,White,Male,30
58,14,White,Male,50
38,9,White,Male,40
62,5,Black,Female,22
31,11,White,Male,38
31,7,White,Male,40
30,9,White,Male,45
37,9,White,Female,40
38,9,White,Male,40
58,8,White,Male,40
30,13,White,Male,50
28,11,White,Female,40
46,10,White,Female,70
34,13,White,Female,40
39,10,White,Male,99
61,10,White,Female,20
30,11,White,Female,40
31,9,White,Female,40
21,9,White,Male,40
50,9,White,Male,58
47,9,White,Male,33
20,9,White,Male,40
23,13,White,Female,30
46,2,White,Female,40
20,9,White,Male,45
33,13,White,Male,50
30,10,White,Female,30
43,10,White,Female,40
23,10,White,Male,60
34,13,White,Male,50
25,10,White,Male,40
50,9,White,Female,40
44,14,White,Female,24
26,10,White,Female,40
35,16,White,Female,80
48,9,White,Male,15
26,9,Black,Male,40
41,14,White,Female,40
25,13,White,Male,40
33,11,White,Female,55
24,13,White,Female,40
31,13,White,Female,40
24,12,White,Female,2
41,5,White,Female,40
38,10,White,Male,45
19,9,White,Male,40
19,9,White,Male,40
24,9,White,Male,40
59,13,White,Male,40
67,14,White,Male,55
49,6,Black,Male,40
35,11,White,Male,40
44,10,White,Male,45
58,10,White,Male,40
22,12,White,Male,60
21,10,White,Male,10
50,10,White,Male,50
44,12,White,Male,48
36,10,Amer-Indian-Eskimo,Male,40
30,10,White,Male,48
52,9,White,Male,40
35,9,White,Male,90
48,11,White,Male,48
23,9,White,Male,40
37,14,White,Male,50
44,14,White,Male,55
44,9,White,Male,50
36,13,White,Male,40
26,10,White,Male,12
31,13,White,Male,45
23,9,Black,Male,12
29,9,White,Male,50
53,9,Black,Female,40
52,11,White,Male,40
55,9,White,Male,40
31,6,White,Male,40
19,9,White,Female,16
64,9,White,Female,30
55,9,White,Male,40
48,14,White,Male,55
20,9,White,Female,40
50,9,White,Female,30
45,13,White,Male,51
17,6,White,Male,10
38,9,White,Female,25
43,9,White,Female,40
22,9,White,Male,30
63,9,White,Female,40
36,13,White,Male,45
56,13,White,Male,50
43,15,Black,Male,40
41,13,White,Male,45
41,9,White,Female,40
36,13,White,Male,45
59,16,White,Male,50
46,12,White,Male,44
23,13,White,Female,36
46,10,White,Male,20
53,13,White,Male,40
47,9,Amer-Indian-Eskimo,Male,56
46,14,White,Female,40
47,9,White,Male,56
29,9,White,Male,30
32,11,White,Female,40
90,9,White,Male,40
63,13,White,Male,49
23,11,Asian-Pac-Islander,Male,40
76,13,White,Male,30
23,11,White,Female,40
44,10,Other,Female,30
81,6,White,Female,28
17,6,Black,Female,12
56,11,White,Male,40
58,6,White,Male,40
45,13,White,Male,45
25,9,White,Male,40
36,13,Asian-Pac-Islander,Female,35
32,11,White,Female,24
25,9,White,Male,30
29,10,White,Male,40
23,9,White,Male,60
41,14,White,Male,55
48,13,Black,Male,40
29,9,White,Male,60
27,14,Asian-Pac-Islander,Male,20
55,10,White,Male,40
30,7,Asian-Pac-Islander,Male,40
45,10,Black,Female,40
50,9,White,Male,40
22,9,White,Male,50
80,9,Amer-Indian-Eskimo,Female,32
30,9,White,Male,44
20,10,White,Female,20
29,9,White,Male,35
56,10,White,Male,40
63,13,White,Male,40
20,9,White,Male,40
38,9,Black,Female,40
31,9,White,Male,40
21,10,White,Male,35
47,6,White,Male,46
25,13,Asian-Pac-Islander,Female,40
31,10,Black,Female,38
28,9,White,Female,40
38,9,White,Male,99
30,13,White,Male,40
39,9,White,Male,40
27,13,White,Female,36
26,10,White,Female,40
47,9,White,Female,40
27,9,White,Male,50
43,10,Other,Male,32
32,13,White,Male,55
20,10,Asian-Pac-Islander,Male,30
21,8,Black,Female,20
32,11,White,Male,40
37,11,Black,Male,48
45,9,Asian-Pac-Islander,Male,40
37,12,White,Male,40
54,5,White,Female,15
24,13,White,Male,25
28,7,White,Male,30
23,10,White,Male,40
54,9,White,Male,40
40,9,White,Male,40
38,10,White,Male,48
71,6,White,Male,40
51,10,White,Female,40
52,10,White,Male,5
30,13,White,Female,40
34,9,White,Male,40
38,6,White,Female,40
43,11,White,Female,40
43,7,White,Male,42
36,10,Black,Male,40
24,10,White,Female,40
29,2,Asian-Pac-Islander,Male,40
55,6,Black,Female,40
51,14,White,Male,60
43,9,Amer-Indian-Eskimo,Female,40
28,9,White,Male,40
54,12,White,Male,45
47,10,White,Male,40
47,13,White,Male,55
47,10,White,Male,57
38,10,White,Female,35
60,3,White,Male,40
19,9,Amer-Indian-Eskimo,Female,25
22,10,Black,Female,25
55,14,White,Male,40
44,10,Black,Female,35
53,2,White,Male,67
44,14,White,Female,40
28,13,White,Male,50
30,10,Black,Female,40
39,9,Amer-Indian-Eskimo,Female,40
43,9,White,Female,40
24,13,White,Female,40
27,11,White,Male,56
64,3,White,Male,70
41,10,White,Male,40
28,9,White,Male,40
61,9,White,Male,30
27,7,White,Female,40
49,10,White,Female,32
20,10,White,Male,40
41,13,White,Female,40
28,9,White,Male,40
36,9,White,Male,40
44,13,White,Male,40
51,13,White,Female,20
40,10,Black,Female,38
19,9,White,Female,40
54,10,White,Female,40
55,9,White,Male,40
57,11,White,Female,40
29,10,White,Female,30
51,9,White,Female,43
44,9,White,Male,37
35,11,White,Male,42
40,9,White,Male,40
46,4,White,Female,32
25,10,White,Male,60
33,13,White,Male,36
32,10,White,Female,40
22,9,White,Female,40
39,10,Asian-Pac-Islander,Female,40
18,9,Asian-Pac-Islander,Male,40
43,9,Black,Female,45
46,9,White,Male,40
63,10,White,Male,48
40,10,White,Male,8
59,13,White,Male,60
40,14,White,Female,40
23,9,White,Male,35
64,9,White,Male,10
36,11,White,Male,60
48,9,White,Female,40
43,10,White,Female,40
18,6,White,Female,30
17,7,White,Male,16
36,15,White,Male,50
53,9,White,Male,40
36,10,White,Female,39
20,9,White,Male,40
22,13,White,Female,60
34,13,White,Male,40
39,7,White,Male,40
57,10,White,Female,40
30,6,White,Female,40
37,15,White,Male,60
51,9,White,Male,40
38,9,White,Male,40
34,9,White,Female,35
47,9,Black,Female,40
28,9,White,Male,40
25,6,White,Male,24
25,10,White,Female,60
50,14,White,Male,65
50,9,White,Male,40
43,13,White,Male,48
27,9,White,Male,75
32,9,White,Male,50
44,6,White,Male,35
19,9,Black,Female,20
53,10,White,Male,40
21,9,White,Male,40
26,9,White,Male,40
68,9,White,Male,12
31,10,White,Male,57
32,13,White,Male,50
33,14,White,Male,40
49,9,Black,Male,40
24,7,White,Male,65
30,9,White,Male,42
49,9,White,Male,40
18,7,Black,Male,40
30,10,White,Female,37
51,9,White,Male,40
52,10,White,Male,40
52,9,White,Male,30
23,9,Black,Male,32
23,6,White,Male,60
36,9,White,Male,48
19,7,White,Male,25
53,9,White,Male,60
17,7,White,Male,25
69,9,White,Female,8
46,13,White,Female,40
33,9,White,Male,46
40,10,White,Male,45
56,10,White,Male,60
29,14,White,Male,40
41,10,White,Female,38
22,9,White,Male,45
28,4,White,Male,40
31,13,White,Male,46
35,13,White,Female,40
38,10,Black,Male,40
17,6,White,Female,10
39,6,White,Male,40
27,10,Black,Male,40
50,9,White,Female,40
56,9,White,Male,40
80,9,White,Male,20
38,10,White,Female,15
52,9,Black,Male,40
26,13,Black,Male,38
43,9,Asian-Pac-Islander,Female,40
45,13,White,Female,42
41,11,Black,Male,40
30,12,White,Female,25
24,10,White,Male,40
43,10,White,Female,20
44,13,White,Male,70
54,9,Black,Male,40
23,13,White,Female,40
33,9,White,Male,60
18,7,White,Male,16
38,10,White,Female,40
41,11,White,Male,45
22,8,White,Male,48
66,4,White,Male,40
70,9,White,Male,40
58,6,White,Female,35
60,14,White,Female,10
24,6,Black,Male,65
61,7,White,Female,36
35,13,White,Male,40
19,10,White,Female,40
52,9,Black,Female,40
38,13,White,Male,50
39,9,White,Male,40
33,13,White,Male,50
52,9,White,Female,40
41,9,White,Female,44
37,10,White,Male,55
38,13,White,Male,45
27,10,White,Female,40
38,14,White,Female,40
38,13,Asian-Pac-Islander,Male,60
49,9,White,Male,30
38,13,White,Male,45
22,9,White,Male,55
40,12,White,Male,40
20,9,White,Male,40
34,16,White,Female,99
24,14,White,Male,56
58,13,White,Male,40
24,10,White,Female,40
43,9,White,Male,45
38,9,White,Female,40
42,9,White,Male,40
27,10,White,Male,40
18,6,White,Female,20
37,9,Amer-Indian-Eskimo,Male,48
48,9,White,Male,65
40,4,White,Female,25
50,13,Asian-Pac-Islander,Male,50
57,9,Amer-Indian-Eskimo,Female,35
36,10,White,Male,60
41,9,White,Male,40
90,4,White,Male,40
66,4,Black,Female,10
34,9,White,Female,12
23,9,Asian-Pac-Islander,Male,1
35,9,White,Male,55
32,9,White,Male,40
33,13,Black,Male,50
32,11,White,Male,40
31,10,Asian-Pac-Islander,Male,40
32,10,White,Male,50
40,9,White,Male,40
27,9,White,Male,30
34,9,Amer-Indian-Eskimo,Male,40
35,11,Black,Female,40
29,10,White,Male,40
41,9,Black,Female,20
33,16,White,Female,48
22,9,White,Female,20
52,13,White,Male,40
20,9,White,Male,40
18,7,White,Male,10
63,13,White,Male,50
49,4,White,Female,35
58,9,White,Male,40
23,9,White,Female,50
59,9,White,Male,40
49,10,White,Male,40
23,13,White,Female,15
17,6,White,Male,40
20,7,White,Male,40
36,11,White,Male,50
64,10,White,Female,3
34,10,White,Female,40
63,12,White,Female,35
51,9,Black,Female,40
40,10,Black,Female,35
55,5,White,Male,55
35,9,White,Male,46
30,13,White,Male,25
47,13,White,Male,18
29,6,Black,Male,40
17,7,White,Female,8
32,15,White,Male,45
55,13,White,Male,40
47,10,White,Male,56
50,13,White,Male,40
42,9,Black,Male,45
32,10,White,Male,55
60,12,White,Male,30
53,9,White,Male,40
58,13,White,Male,40
45,13,White,Male,30
31,9,White,Male,40
32,9,White,Male,40
37,10,White,Female,30
28,10,White,Female,60
26,8,White,Male,40
47,9,White,Male,80
34,10,White,Male,50
42,9,Black,Male,40
48,13,White,Female,40
32,9,Black,Female,40
35,11,White,Female,42
46,16,White,Female,52
38,10,White,Male,40
49,9,White,Male,70
35,13,White,Male,40
61,9,White,Male,40
45,12,Black,Male,35
31,13,White,Male,40
52,10,White,Male,60
20,10,White,Male,50
64,7,White,Male,30
20,10,White,Male,40
24,14,White,Male,50
29,11,White,Male,40
23,13,White,Female,40
34,9,White,Male,40
54,14,White,Female,38
21,10,White,Female,30
23,13,White,Female,30
79,4,White,Female,30
55,14,White,Male,40
42,9,White,Male,35
60,9,White,Female,40
37,12,Black,Male,40
47,9,White,Male,40
20,10,White,Male,40
53,13,White,Male,40
34,9,White,Female,40
43,10,Black,Female,40
24,10,White,Male,60
23,9,Amer-Indian-Eskimo,Male,40
29,11,Other,Male,40
58,10,Black,Female,40
55,12,Black,Male,40
40,14,White,Female,40
43,10,White,Female,40
25,14,White,Male,40
23,13,White,Male,24
34,9,White,Male,50
26,10,White,Female,35
60,16,White,Female,65
39,9,White,Male,50
21,9,White,Male,40
45,9,White,Male,45
33,10,White,Male,40
26,13,White,Male,70
39,10,White,Female,45
29,12,White,Female,40
29,10,Black,Female,40
52,7,White,Male,40
34,13,White,Male,30
24,9,White,Male,48
77,16,White,Male,40
34,14,White,Male,60
53,5,White,Male,70
31,9,Black,Male,40
58,9,White,Female,15
50,14,White,Male,55
32,9,White,Male,40
57,9,White,Female,40
32,9,White,Female,45
77,5,Black,Female,10
37,10,White,Male,40
51,9,White,Female,40
33,12,Black,Male,60
53,9,White,Female,35
32,9,White,Male,50
30,10,White,Male,40
19,10,White,Female,20
33,13,White,Female,24
31,11,White,Female,40
28,10,Black,Female,40
19,8,White,Female,20
27,9,White,Male,60
21,3,White,Male,40
24,13,White,Female,40
46,9,White,Male,54
31,13,White,Female,40
60,10,White,Male,40
21,6,Black,Female,38
38,7,White,Female,32
31,11,White,Male,40
26,13,White,Male,40
46,9,White,Female,25
25,9,White,Male,60
23,10,White,Male,30
53,14,White,Male,40
42,14,White,Female,48
29,9,White,Female,40
45,10,White,Male,50
70,13,White,Male,40
55,13,White,Male,60
40,16,White,Male,50
17,6,White,Male,30
18,9,White,Male,40
34,14,White,Male,60
41,10,White,Female,40
28,13,White,Male,40
23,9,White,Male,40
32,10,White,Male,40
56,4,Black,Male,48
36,9,White,Male,45
26,9,White,Male,50
62,13,White,Female,7
35,12,White,Female,40
25,13,White,Female,40
28,9,White,Male,50
21,10,White,Female,25
31,6,White,Male,40
23,12,White,Male,25
58,13,White,Male,40
55,14,White,Male,40
54,9,White,Male,40
33,9,White,Male,40
28,7,White,Male,40
40,7,White,Male,30
33,13,White,Male,80
27,15,Asian-Pac-Islander,Male,10
55,9,White,Male,25
53,9,White,Male,45
23,8,White,Male,46
66,9,White,Male,16
34,11,White,Male,60
39,6,White,Male,40
21,10,Black,Female,40
26,10,Other,Female,35
21,9,White,Female,40
59,9,White,Male,40
61,6,White,Male,40
30,13,White,Male,50
22,11,White,Male,40
47,9,White,Female,30
50,9,White,Male,40
67,13,White,Female,5
59,6,White,Male,40
35,12,White,Female,80
56,10,White,Female,20
28,9,Black,Male,40
34,9,White,Female,50
63,6,White,Female,56
48,10,White,Male,40
41,10,White,Male,44
26,10,Black,Female,20
47,6,White,Male,52
29,11,White,Male,50
30,9,White,Male,40
19,9,White,Male,20
27,13,White,Female,37
59,9,White,Male,70
19,9,White,Male,40
